region	chr	midPos	Nsites_fst	fst	BLOCKstart	BLOCKend	Numer	Denom	Nsites_Dstat	Dstat	gene.density	gene.count	recombination.rate	tP.lec	Nsites_lec	Tajima.lec	pi.lec	tP.pine	Nsites_pine	Tajima.pine	pi.pine	avg.dxy	Nsites_dxy
"(229673,232879)(1962559,1992843)(1950000,2000000)"	5	1975000	3208	0.813936	1950000	2000000	-0.052527	0.502239	3328	-0.104585665	0.54708	4	5.61	8.290675	7009	-1.599333	0.001182861	5.196326	8201	-2.308166	0.000633621	0.669171501	21
"(2069257,2075594)(28950074,28999970)(28950000,29000000)"	5	28975000	6339	0.813908	28950000	29000000	0.101724	0.130384	6427	0.780187753	0.76084	10	6.76	5.791179	11229	-2.433507	0.000515734	10.483215	14690	-1.792372	0.000713629	0.752994376	19
"(878880,881695)(18400393,18449692)(18400000,18450000)"	3	18425000	2817	0.813644	18400000	18450000	-4.03475	4.441828	2900	-0.908353498	0.98442	4	3.49	9.530665	7409	-1.483817	0.001286363	9.810169	9681	-1.597667	0.001013343	0.69597116	19
"(3234191,3238225)(40850032,40899898)(40850000,40900000)"	4	40875000	4036	0.813328	40850000	40900000	-0.334892	3.567877	4125	-0.093863101	1	2	6.99	11.887162	8074	-1.478115	0.001472277	8.201535	13222	-2.02726	0.000620295	0.600767495	32
"(1738305,1741276)(26100000,26149968)(26100000,26150000)"	4	26125000	2973	0.813267	26100000	26150000	0.12935	0.179337	3015	0.721267781	0.70882	8	3.16	7.470995	7018	-1.341712	0.001064548	5.794134	9435	-2.174048	0.000614111	0.758132647	11
"(1823205,1830958)(26400000,26449853)(26400000,26450000)"	5	26425000	7755	0.813195	26400000	26450000	-0.005707	0.02464	7796	-0.23161526	0.8456	8	8.21	8.791307	14644	-2.268534	0.000600335	6.394595	16388	-2.586108	0.0003902	0.749765968	24
"(1454648,1459434)(25600303,25649961)(25600000,25650000)"	3	25625000	4788	0.813068	25600000	25650000	0.816849	2.024953	4887	0.403391585	0.9193	7	4.29	20.835333	10468	-0.793576	0.001990383	10.078097	13364	-1.80942	0.000754123	0.699669879	40
"(732722,736645)(8150783,8199399)(8150000,8200000)"	5	8175000	3925	0.812979	8150000	8200000	0.250884	0.302922	4022	0.828213203	0.78158	13	8.57	8.582771	8272	-1.568681	0.001037569	5.676177	11306	-2.303299	0.00050205	0.606747761	32
"(2546734,2550411)(34700047,34746315)(34700000,34750000)"	2	34725000	3679	0.8122	34700000	34750000	0.14118	0.142007	3739	0.994176343	0.79144	7	4.39	4.717911	8737	-2.388753	0.000539992	8.314799	12035	-2.025089	0.000690885	0.686783153	18
"(672986,674383)(12459587,12491810)(12450000,12500000)"	3	12475000	1399	0.812116	12450000	12500000	0.051952	0.156308	1443	0.332369424	0.7698	3	0.03	2.411682	3604	-2.094755	0.000669168	2.339138	5635	-2.499102	0.000415109	0.866184608	10
"(1304314,1310631)(25150009,25199976)(25150000,25200000)"	7	25175000	6319	0.811718	25150000	25200000	-3.202516	3.406883	6494	-0.940013496	0.83636	4	7.61	10.1868	12232	-2.123831	0.000832799	11.133039	13888	-2.055459	0.00080163	0.646007379	45
"(658688,660665)(12051558,12097704)(12050000,12100000)"	3	12075000	1979	0.811548	12050000	12100000	0.080462	0.082281	2053	0.977892831	NA	NA	0.1	5.167528	4952	-1.017242	0.001043523	12.209986	6553	-0.514018	0.001863267	0.660213778	13
"(1541947,1547821)(23200490,23249991)(23200000,23250000)"	5	23225000	5876	0.811126	23200000	23250000	0.030978	0.114453	5957	0.270661319	0.44814	5	4.77	6.274627	10326	-2.206875	0.000607653	6.002437	11955	-2.146592	0.000502086	0.802407788	18
"(2216701,2223095)(26250385,26299431)(26250000,26300000)"	6	26275000	6396	0.811059	26250000	26300000	0.536497	1.660366	6574	0.323119722	0.92572	6	5.82	9.914869	13190	-2.1534	0.000751696	10.426782	16466	-2.025904	0.000633231	0.830538128	25
"(2153037,2159454)(30650184,30699128)(30650000,30700000)"	2	30675000	6419	0.810524	30650000	30700000	0.044259	0.134461	6596	0.329158641	0.6812	8	8.61	8.740088	12262	-2.225721	0.000712778	6.759384	14974	-2.533373	0.000451408	0.735702551	22
"(909267,915444)(14800000,14849188)(14800000,14850000)"	4	14825000	6179	0.809708	14800000	14850000	0.079677	0.240056	6306	0.331910054	0.97764	4	3.98	6.969939	11509	-2.303396	0.000605608	10.906665	13576	-1.645591	0.000803378	0.704851052	26
"(799811,802361)(13651541,13699857)(13650000,13700000)"	4	13675000	2552	0.808563	13650000	13700000	0.901348	1.089666	2612	0.827178236	NA	NA	0.81	9.574138	6689	-1.289976	0.001431326	23.293338	6373	0.153958	0.003655004	0.710497943	46
"(880367,884812)(17501303,17549978)(17500000,17550000)"	7	17525000	4447	0.808099	17500000	17550000	-0.243578	1.005099	4573	-0.242342297	0.86504	2	5.84	9.407961	9343	-1.570656	0.001006953	14.263817	11676	-1.257617	0.001221636	0.766183184	24
"(305926,308510)(2882013,2899999)(2850000,2900000)"	4	2875000	2586	0.808031	2850000	2900000	0.091844	0.118381	2610	0.77583396	0.34864	4	7.72	2.758127	5312	-2.125065	0.000519226	3.439627	7110	-2.037121	0.000483773	0.74215674	12
"(1616866,1623596)(23651425,23699544)(23650000,23700000)"	5	23675000	6732	0.807869	23650000	23700000	-0.021684	0.162495	6893	-0.133444106	0.74014	5	5.33	13.372498	13708	-1.908197	0.000975525	8.579115	17805	-2.483157	0.000481837	0.607797375	38
"(443983,446486)(5115458,5149774)(5100000,5150000)"	4	5125000	2505	0.807722	5100000	5150000	-0.414383	0.525177	2525	-0.789034935	0.8489	14	7.75	5.975846	4673	-1.633895	0.001278803	9.718954	7112	-1.168645	0.001366557	0.643760013	28
"(535283,538475)(5351986,5398311)(5350000,5400000)"	5	5375000	3194	0.807421	5350000	5400000	-0.165255	1.113803	3333	-0.148370044	0.71452	6	7.21	13.389991	7229	-0.956658	0.00185226	4.996066	8205	-1.969126	0.000608905	0.714416041	27
"(1578690,1587029)(23400210,23447280)(23400000,23450000)"	5	23425000	8341	0.807158	23400000	23450000	0.061421	0.23082	8392	0.266099125	0.91048	6	4.95	8.371471	14463	-2.378651	0.00057882	11.523284	21510	-2.483207	0.000535718	0.725971432	29
"(1516805,1521753)(23050000,23099999)(23050000,23100000)"	5	23075000	4950	0.807118	23050000	23100000	-0.015723	0.15967	5016	-0.098471848	0.7668	9	4.77	7.786199	9591	-2.188763	0.000811823	6.440107	13241	-2.379137	0.000486376	0.715801859	20
"(1815615,1818186)(26000080,26048986)(26000000,26050000)"	2	26025000	2573	0.806779	26000000	26050000	-0.004076	0.02726	2550	-0.149523111	1	2	5.29	6.937989	4821	-1.225269	0.001439118	7.430307	6809	-1.775255	0.001091248	0.674830741	40
"(109270,117944)(550463,598688)(550000,600000)"	7	575000	8676	0.806666	550000	600000	0.106568	0.153077	8801	0.696172514	0.93588	15	6.92	9.127002	16022	-2.466202	0.000569654	10.681556	19911	-2.326669	0.000536465	0.776430488	28
"(1044594,1047581)(11650283,11694481)(11650000,11700000)"	2	11675000	2989	0.806597	11650000	11700000	0.061065	0.085922	3048	0.71070273	0.94858	6	4.87	3.723301	7630	-2.428237	0.000487982	6.877771	10071	-1.915857	0.000682928	0.685591154	10
"(1547822,1556512)(23250478,23299999)(23250000,23300000)"	5	23275000	8692	0.806576	23250000	23300000	0.123367	0.279615	8831	0.441203083	0.83326	7	4.77	11.281014	15013	-2.358063	0.000751416	14.913767	19742	-1.789916	0.000755433	0.631226695	35
"(1370658,1373784)(25850932,25899973)(25850000,25900000)"	7	25875000	3128	0.806277	25850000	25900000	0.73802	0.846974	3221	0.871360868	1	1	7.44	11.714206	8330	-1.618439	0.001406267	11.700008	9937	-1.457357	0.001177419	0.719503619	25
"(2121367,2124411)(29450113,29498859)(29450000,29500000)"	5	29475000	3046	0.80613	29450000	29500000	0.594922	1.915953	3189	0.310509705	NA	NA	5.33	11.232756	6551	-0.931204	0.001714663	9.434672	9458	-1.220562	0.000997534	0.717476151	15
"(1338829,1344271)(20301279,20349987)(20300000,20350000)"	4	20325000	5444	0.806126	20300000	20350000	-0.904448	1.100001	5542	-0.822224707	0.84968	7	6.42	15.041746	12519	-1.573546	0.001201513	6.799351	13592	-2.414122	0.000500247	0.733717022	38
"(329216,332136)(3150137,3199993)(3150000,3200000)"	4	3175000	2922	0.805336	3150000	3200000	0.079985	0.079985	2948	1	NA	NA	7.71	4.731778	4944	-2.123141	0.000957075	6.895786	8363	-1.908862	0.000824559	0.779666766	18
"(1139700,1143917)(12954584,12999919)(12950000,13000000)"	2	12975000	4219	0.804967	12950000	13000000	0.047415	0.09366	4339	0.506245996	0.7517	5	3.6	4.638548	9447	-2.562084	0.000491008	4.4039	10329	-2.422248	0.000426363	0.673161165	13
"(387339,389850)(3600035,3649794)(3600000,3650000)"	7	3625000	2513	0.804849	3600000	3650000	-1.62989	2.362919	2610	-0.689778194	NA	NA	6.92	7.832073	4444	-0.735609	0.001762393	3.740677	8929	-2.360349	0.000418936	0.620606052	19
"(1415764,1420161)(22050012,22096603)(22050000,22100000)"	5	22075000	4399	0.804485	22050000	22100000	0.364214	1.192575	4538	0.305401337	0.76332	5	4.52	11.798042	9096	-1.474539	0.001297058	6.779234	11357	-1.629733	0.000596921	0.676155059	40
"(1047582,1049632)(11702052,11749422)(11700000,11750000)"	2	11725000	2052	0.804103	11700000	11750000	-0.215274	0.329943	2214	-0.652458152	0.88928	8	4.8	9.627012	7127	-1.225229	0.00135078	5.824694	6705	-1.778952	0.000868709	0.744834808	35
"(2018007,2022193)(30650806,30695719)(30650000,30700000)"	3	30675000	4188	0.803602	30650000	30700000	-0.12821	1.567281	4376	-0.081804093	0.82788	1	3.88	14.894282	9615	-1.315542	0.001549067	13.656337	12044	-1.741785	0.001133871	0.642199888	36
"(3284487,3290218)(40100228,40149994)(40100000,40150000)"	1	40125000	5733	0.803328	40100000	40150000	0.524435	0.862277	5943	0.60819783	0.88434	9	7.78	9.087491	10846	-2.036437	0.000837866	14.120631	13650	-1.180287	0.001034478	0.710038832	39
"(538476,541936)(5405619,5449765)(5400000,5450000)"	5	5425000	3462	0.803153	5400000	5450000	8.30E-05	1.166565	3525	7.11E-05	0.87582	8	7.29	16.844977	8529	-0.722603	0.001975024	15.986438	11200	-1.210748	0.001427361	0.62707922	60
"(1825440,1829746)(27101547,27148534)(27100000,27150000)"	4	27125000	4308	0.802835	27100000	27150000	0.749001	0.750392	4477	0.998146302	0.97074	8	3.1	8.239715	11615	-2.11723	0.000709403	6.257793	13033	-2.177686	0.00048015	0.703776626	16
"(1305001,1306471)(19150207,19199874)(19150000,19200000)"	1	19175000	1472	0.802759	19150000	19200000	0.018754	0.018754	1519	1	NA	NA	1.06	3.466919	3991	-2.206319	0.000868684	18.03804	6599	-0.137083	0.002733451	0.717805983	28
"(2340854,2346581)(31451075,31499958)(31450000,31500000)"	4	31475000	5729	0.802657	31450000	31500000	-0.403505	0.62123	5814	-0.64952594	0.82252	6	3.64	8.827717	12195	-2.261017	0.00072388	9.717273	15108	-1.916498	0.000643187	0.713520248	27
"(822859,826126)(14006605,14048945)(14000000,14050000)"	4	14025000	3269	0.802625	14000000	14050000	0.05231	0.11459	3332	0.456497077	0.6744	1	2.09	9.401015	6609	-1.35141	0.001422456	8.925226	12104	-2.059345	0.000737378	0.645384007	19
"(1177786,1179622)(23358430,23399999)(23350000,23400000)"	7	23375000	1838	0.802595	23350000	23400000	-0.035487	0.960515	1881	-0.036945805	0.6453	9	8.06	11.568236	5923	-0.926727	0.001953104	11.757019	8190	-0.540394	0.001435533	0.645758795	19
"(888059,890276)(9350298,9399921)(9350000,9400000)"	1	9375000	2219	0.802499	9350000	9400000	0.089754	2.848608	2292	0.031508021	0.86256	4	5.99	14.008851	7036	-1.030142	0.001991025	5.497338	8731	-1.972401	0.000629634	0.611044537	17
"(66262,76865)(355063,399782)(350000,400000)"	7	375000	10605	0.802269	350000	400000	-0.176021	0.581512	10662	-0.302695387	0.76388	4	6.33	8.965787	17039	-2.398689	0.000526192	18.147345	17991	-1.568476	0.00100869	0.739657767	52
"(1287117,1290321)(19450435,19499253)(19450000,19500000)"	4	19475000	3206	0.802024	19450000	19500000	0.133701	0.191817	3226	0.697023726	0.4729	5	6.75	9.221304	7521	-1.663203	0.001226074	5.31092	8963	-2.214515	0.000592538	0.612538147	19
"(504898,508483)(6501933,6548000)(6500000,6550000)"	4	6525000	3587	0.802021	6500000	6550000	0.092346	0.737396	3587	0.125232575	0.98536	6	6.83	9.048672	7484	-1.739958	0.001209069	4.949807	10200	-2.418279	0.000485275	0.76143634	19
"(1021620,1023995)(10853915,10897207)(10850000,10900000)"	2	10875000	2377	0.801979	10850000	10900000	-0.480199	1.095816	2381	-0.438211342	0.48952	7	5.93	12.211649	5291	-0.903693	0.002308004	16.161195	7503	-0.501992	0.002153964	0.606515477	35
"(836675,840458)(16751446,16799311)(16750000,16800000)"	7	16775000	3785	0.801349	16750000	16800000	0.357439	0.455806	3911	0.784191081	0.94564	1	4.85	12.040381	7840	-1.36929	0.001535763	15.637238	11574	-1.241008	0.001351066	0.665389599	44
"(939761,943806)(15100098,15149816)(15100000,15150000)"	4	15125000	4047	0.801226	15100000	15150000	0.048581	0.073087	4123	0.664700973	0.83936	8	3.98	9.12591	9258	-1.820892	0.000985732	6.501858	11770	-2.242154	0.000552409	0.65702701	29
"(1498205,1505013)(22900205,22949579)(22900000,22950000)"	5	22925000	6810	0.801183	22900000	22950000	0.000587	0.122111	6956	0.004807102	0.88706	3	4.66	6.552753	12212	-2.165839	0.000536583	9.654326	15140	-2.036283	0.00063767	0.683388865	33
"(1495187,1508372)(26700000,26749871)(26700000,26750000)"	7	26725000	13187	0.800935	26700000	26750000	0.005454	0.74763	13310	0.007295052	0.97852	2	7.37	12.116228	23169	-2.499695	0.00052295	15.535699	22148	-2.112658	0.000701449	0.741677973	52
"(3325693,3336495)(42700565,42749999)(42700000,42750000)"	3	42725000	10804	0.800809	42700000	42750000	-1.376452	3.44295	11024	-0.399788553	0.37596	1	7.95	28.856653	18861	-1.358136	0.001529964	12.163325	20848	-2.414501	0.000583429	0.591895627	80
"(2407478,2411937)(28150100,28199770)(28150000,28200000)"	6	28175000	4461	0.800798	28150000	28200000	0.029947	0.033107	4541	0.904551907	0.90604	7	6.1	5.000993	10376	-2.219868	0.000481977	7.760512	13545	-2.159287	0.000572943	0.712760948	14
"(1921220,1925462)(27400000,27449892)(27400000,27450000)"	1	27425000	4244	0.800522	27400000	27450000	0.014895	1.789142	4341	0.00832522	0.0876	2	5.16	5.851311	6844	-2.157536	0.000854955	10.21	11461	-1.789171	0.000890847	0.607131088	24
"(2152316,2159217)(25651515,25699999)(25650000,25700000)"	6	25675000	6903	0.800473	25650000	25700000	-0.298823	4.28543	7126	-0.069729992	1	1	5.54	14.873308	13112	-1.995956	0.001134328	15.32529	16338	-1.442107	0.000938015	0.623218177	44
"(863362,867481)(18200025,18249755)(18200000,18250000)"	3	18225000	4121	0.80025	18200000	18250000	1.60839	2.952297	4272	0.54479275	0.46186	4	3.49	9.581773	8117	-1.852953	0.001180457	11.100743	10917	-1.378415	0.001016831	0.597803186	33
"(23038,34564)(100001,149998)(100000,150000)"	7	125000	11528	0.800191	100000	150000	-0.051702	0.291487	11917	-0.177373262	0.96172	10	5.53	16.456181	22510	-2.328858	0.000731061	9.995826	21430	-2.476695	0.000466441	0.724537093	47
"(1260615,1262007)(14801065,14849671)(14800000,14850000)"	1	14825000	1394	0.800173	14800000	14850000	-0.000652	0.002256	1395	-0.289007092	NA	NA	3.87	2.725003	5216	-2.394893	0.000522432	6.433506	5190	-0.785962	0.001239597	0.65856352	12
"(63646,69782)(350172,399999)(350000,400000)"	4	375000	6138	0.799116	350000	400000	0.043506	0.045216	6302	0.962181529	0.90794	8	7.2	12.583133	12768	-1.755252	0.000985521	8.181405	14065	-2.020662	0.000581685	0.686340155	32
"(1279120,1284386)(14350093,14399287)(14350000,14400000)"	2	14375000	5268	0.798763	14350000	14400000	-0.087214	0.131426	5398	-0.663597766	0.81704	1	3.1	10.309868	11809	-2.12405	0.000873052	9.188475	13850	-2.213026	0.000663428	0.717815931	25
"(53474,59745)(251208,289703)(250000,300000)"	4	275000	6273	0.798646	250000	300000	-0.05191	0.097141	6406	-0.534377863	0.74176	6	7.2	13.48009	13000	-1.781233	0.00103693	8.655199	12664	-1.684938	0.000683449	0.659252816	31
"(795553,796927)(15961273,15996021)(15950000,16000000)"	7	15975000	1376	0.798572	15950000	16000000	0.031085	0.06415	1312	0.48456742	1	1	4.11	5.838802	3862	-0.664807	0.00151186	17.434714	5144	-0.159512	0.00338933	0.659444261	19
"(1309941,1311970)(19750398,19799197)(19750000,19800000)"	4	19775000	2031	0.79856	19750000	19800000	0.047253	0.072592	2066	0.650939497	0.71152	4	6.66	4.084675	6109	-2.224355	0.000668632	9.424572	8466	-1.472321	0.001113226	0.654182591	18
"(2992769,2997901)(38250735,38297840)(38250000,38300000)"	4	38275000	5134	0.797837	38250000	38300000	0.114239	0.133946	5241	0.852873546	0.8376	9	7.1	7.412532	11280	-2.049684	0.000657139	8.930586	12541	-1.710055	0.000712111	0.664766349	19
"(2197341,2202333)(30250011,30299840)(30250000,30300000)"	5	30275000	4994	0.797608	30250000	30300000	0.006924	0.100472	5035	0.068914723	0.88918	9	5.1	5.615179	9467	-2.248026	0.000593132	7.456364	13513	-2.008521	0.000551792	0.559754855	17
"(2022194,2024967)(30704881,30748611)(30700000,30750000)"	3	30725000	2775	0.797599	30700000	30750000	3.08228	3.151116	2976	0.978155041	0.72104	6	3.88	8.680529	7084	-1.77046	0.001225371	7.760562	7110	-1.866492	0.0010915	0.56300827	23
"(739031,740447)(10600207,10649284)(10600000,10650000)"	4	10625000	1418	0.797509	10600000	10650000	0.016347	0.048189	1358	0.339226794	0.39764	2	2.86	6.90182	4679	-1.374137	0.001475063	9.892279	6934	-1.335559	0.001426634	0.587162047	12
"(1454724,1458310)(18702927,18748721)(18700000,18750000)"	6	18725000	3588	0.797503	18700000	18750000	0.098507	0.415488	3708	0.237087473	0.64576	10	8.57	6.624623	8306	-2.012991	0.000797571	8.981255	10573	-2.132698	0.000849452	0.682811571	18
"(2550439,2555414)(35350111,35399806)(35350000,35400000)"	3	35375000	4977	0.796968	35350000	35400000	-0.028616	0.087898	5009	-0.325559171	0.9351	10	5.02	5.045159	10653	-2.581933	0.00047359	8.627529	15327	-2.236949	0.000562897	0.670142777	17
"(2899409,2903221)(37100021,37149976)(37100000,37150000)"	4	37125000	3814	0.796362	37100000	37150000	1.423784	3.125933	3918	0.455474893	0.3329	4	6.9	18.19321	7991	-1.016403	0.002276713	6.777647	10909	-2.075499	0.000621289	0.607804119	41
"(1385243,1389550)(20901625,20949999)(20900000,20950000)"	4	20925000	4309	0.796007	20900000	20950000	-0.658293	1.097048	4364	-0.600058521	0.59714	4	5.95	7.707007	9670	-1.628788	0.000797002	7.852203	11728	-1.874321	0.000669526	0.653281714	14
"(1609352,1616865)(23600247,23649955)(23600000,23650000)"	5	23625000	7515	0.795671	23600000	23650000	0.036737	0.11077	7608	0.331651169	0.7817	11	5.33	10.325378	13311	-2.048351	0.000775703	12.037113	18071	-2.055	0.000666101	0.66408997	32
"(833971,836246)(8500420,8549939)(8500000,8550000)"	1	8525000	2277	0.795493	8500000	8550000	-0.6337	2.397295	2414	-0.264339599	NA	NA	5.83	10.918316	5765	-0.959526	0.001893897	7.704992	9126	-1.83158	0.00084429	0.713580865	10
"(759380,762292)(7701225,7749225)(7700000,7750000)"	1	7725000	2914	0.795356	7700000	7750000	-0.424655	1.154282	3035	-0.367895367	0.71848	1	5.56	9.10489	7012	-1.453068	0.001298473	5.979572	9017	-1.836609	0.000663144	0.627544935	23
"(1092325,1094699)(21750102,21799999)(21750000,21800000)"	7	21775000	2376	0.794313	21750000	21800000	0.673222	1.02586	2447	0.65625134	0.76668	5	8.47	10.48402	7045	-1.235698	0.00148815	6.295867	8822	-1.813528	0.000713655	0.735948104	10
"(2396574,2402020)(28050253,28099493)(28050000,28100000)"	6	28075000	5448	0.794241	28050000	28100000	0.116155	0.196878	5540	0.589984661	0.87284	12	6.09	10.739811	12218	-1.767849	0.000879015	6.361878	13613	-2.572865	0.000467338	0.754646012	18
"(283642,288577)(2650000,2697801)(2650000,2700000)"	4	2675000	4937	0.794149	2650000	2700000	0.095229	0.095229	5013	1	0.8841	12	7.74	6.76473	9766	-2.296659	0.000692682	7.106204	14275	-2.315153	0.000497808	0.658467548	20
"(1567795,1578689)(23350669,23398510)(23350000,23400000)"	5	23375000	10896	0.794023	23350000	23400000	0.111798	0.287936	11060	0.388273783	0.95362	5	4.81	12.639075	19349	-2.478898	0.000653216	12.358812	20991	-2.561422	0.000588767	0.672892468	39
"(2287296,2293133)(30700227,30749512)(30700000,30750000)"	1	30725000	5839	0.793867	30700000	30750000	0.406373	0.452617	5994	0.897829732	0.88056	6	4.43	15.033056	12408	-1.784529	0.001211562	6.685947	13807	-2.328742	0.000484243	0.588361562	39
"(738514,743708)(7450086,7499486)(7450000,7500000)"	1	7475000	5196	0.793518	7450000	7500000	1.460931	2.0341	5326	0.718219852	0.4428	9	5.37	16.729626	10983	-0.995614	0.001523229	12.935396	14702	-1.594095	0.000879839	0.63174207	40
"(2827983,2831843)(36250715,36299511)(36250000,36300000)"	4	36275000	3862	0.793378	36250000	36300000	-0.169698	1.356901	3976	-0.125062919	0.98574	3	6.39	14.981608	9298	-1.154064	0.001611272	11.588009	10706	-1.093457	0.001082385	0.635296011	23
"(1662665,1665998)(21200343,21248812)(21200000,21250000)"	6	21225000	3335	0.793193	21200000	21250000	0.116875	0.149369	3367	0.782458208	0.79028	8	8.62	4.655354	10017	-2.33701	0.000464745	11.623431	11931	-2.163989	0.000974221	0.709480346	13
"(1782649,1786173)(25350521,25399761)(25350000,25400000)"	2	25375000	3526	0.793149	25350000	25400000	0.683411	0.898676	3626	0.760464283	0.58314	4	4.16	14.162748	9451	-1.330964	0.001498545	13.865024	10603	-1.945062	0.001307651	0.638036294	38
"(1412019,1414457)(21250000,21296227)(21250000,21300000)"	4	21275000	2440	0.792688	21250000	21300000	-0.146563	2.086225	2560	-0.070252729	0.78588	2	5.73	7.355557	5505	-1.065525	0.001336159	5.079219	7677	-1.857124	0.000661615	0.730985993	13
"(1730519,1734611)(24452806,24499896)(24450000,24500000)"	2	24475000	4094	0.792411	24450000	24500000	0.26878	1.399286	4193	0.192083677	0.55566	2	3.38	18.759178	8536	-0.928133	0.002197654	16.051843	13195	-1.373087	0.00121651	0.623320355	38
"(1372867,1375312)(20657366,20697538)(20650000,20700000)"	4	20675000	2447	0.792347	20650000	20700000	0.008937	0.025564	2508	0.349593178	0.90696	4	6.03	10.697778	6200	-0.83311	0.001725448	3.943534	6260	-2.230712	0.000629958	0.65277365	13
"(334836,338297)(4502101,4549943)(4500000,4550000)"	3	4525000	3463	0.792336	4500000	4550000	2.090435	3.327681	3551	0.628195732	0.80206	6	7.5	7.351921	7995	-1.682194	0.000919565	11.023465	11002	-1.848052	0.001001951	0.679968021	23
"(787038,788966)(12852161,12887676)(12850000,12900000)"	4	12875000	1930	0.792169	12850000	12900000	0.135977	0.135977	2018	1	1	2	0.53	3.277882	3250	-1.279661	0.001008579	17.65485	9898	-0.737211	0.001783679	0.590809777	21
"(840459,842990)(16801362,16849520)(16800000,16850000)"	7	16825000	2533	0.792085	16800000	16850000	-0.374784	0.694417	2577	-0.539710289	NA	NA	4.85	10.186229	6490	-1.318199	0.001569527	8.477123	9598	-1.68938	0.000883218	0.695185664	23
"(324299,328577)(2600599,2648410)(2600000,2650000)"	2	2625000	4280	0.791878	2600000	2650000	0.906391	0.937107	4360	0.967222526	0.84146	8	7.56	6.011681	9396	-2.15007	0.000639813	6.889662	11028	-2.173075	0.000624743	0.630367302	22
