region	chr	midPos	Nsites_fst	fst	BLOCKstart	BLOCKend	Numer	Denom	Nsites_Dstat	Dstat	gene.density	gene.count	recombination.rate	tP.lec	Nsites_lec	Tajima.lec	pi.lec	tP.pine	Nsites_pine	Tajima.pine	pi.pine	avg.dxy	Nsites_dxy
"(1004129,1008558)(10700313,10749705)(10700000,10750000)"	1	10725000	4431	0.621175	10700000	10750000	-0.04968	2.388467	4553	-0.020799952	1	7	6.41	18.227518	7332	-0.889319	0.002486023	19.129543	12132	-1.232376	0.001576784	0.445978037	53
"(1855789,1859502)(26802526,26847208)(26800000,26850000)"	2	26825000	3715	0.621143	26800000	26850000	0.177306	2.532545	3820	0.070010997	NA	NA	5.82	16.760423	7484	-0.731579	0.002239501	18.952085	11195	-1.094782	0.001692906	0.508890251	32
"(2932352,2934376)(37650112,37699109)(37650000,37700000)"	4	37675000	2026	0.621042	37650000	37700000	0.140983	0.420764	2120	0.335064312	NA	NA	7.2	9.148356	5659	-0.847468	0.001616603	5.668494	7442	-1.396218	0.00076169	0.445524953	11
"(2138117,2141664)(25500813,25549768)(25500000,25550000)"	6	25525000	3549	0.621034	25500000	25550000	0.333375	0.761375	3600	0.437859136	0.62448	2	5.55	9.886545	7904	-1.449124	0.001250828	7.749505	10187	-1.771943	0.000760725	0.502758409	14
"(2417657,2424438)(32300000,32349384)(32300000,32350000)"	5	32325000	6783	0.620988	32300000	32350000	-0.051449	0.360569	6917	-0.142688362	0.90258	4	4.78	13.481943	12253	-1.74327	0.001100297	19.1603	14918	-0.781113	0.001284375	0.504981088	43
"(403788,405024)(3950525,3998805)(3950000,4000000)"	7	3975000	1238	0.620946	3950000	4000000	0.531022	1.723471	1263	0.308111944	0.96862	3	7.05	13.215037	4072	-0.043723	0.003245343	8.325616	5374	-1.112527	0.00154924	0.520521319	11
"(963767,966094)(10100000,10146032)(10100000,10150000)"	2	10125000	2329	0.620886	10100000	10150000	-0.7635	1.294656	2411	-0.589731944	NA	NA	6.14	10.410627	5215	-1.009721	0.001996285	15.405811	8280	-1.560664	0.001860605	0.458599812	23
"(2668627,2675358)(36550767,36599993)(36550000,36600000)"	3	36575000	6733	0.620821	36550000	36600000	-0.708437	1.574624	6867	-0.449908677	NA	NA	6.02	15.630457	13638	-1.359305	0.001146096	16.893101	17495	-1.964262	0.000965596	0.533650489	29
"(1469429,1472984)(22200794,22245260)(22200000,22250000)"	4	22225000	3557	0.620664	22200000	22250000	-0.546116	1.944348	3629	-0.280873588	0.73248	2	4.51	11.416663	8567	-1.348872	0.001332633	13.775695	9924	-1.075359	0.001388119	0.56763988	19
"(157227,161555)(1251435,1299857)(1250000,1300000)"	3	1275000	4330	0.620608	1250000	1300000	-0.632699	1.396989	4428	-0.45290192	0.58778	7	7.21	17.570599	9520	-1.1539	0.001845651	12.771687	11463	-1.204182	0.001114166	0.453344281	31
"(414835,420182)(3300140,3349618)(3300000,3350000)"	6	3325000	5349	0.620601	3300000	3350000	3.448427	7.773794	5645	0.443596396	NA	NA	6.95	23.559635	10375	-1.032275	0.002270808	17.540544	12432	-1.232723	0.001410919	0.461739929	58
"(3230527,3235674)(41900710,41949171)(41900000,41950000)"	3	41925000	5149	0.6206	41900000	41950000	-0.043898	1.075868	5272	-0.040802403	0.70012	10	8.39	11.880841	10861	-1.434046	0.001093899	16.032714	12373	-1.445574	0.001295782	0.438572282	31
"(2769238,2775184)(35650000,35696388)(35650000,35700000)"	5	35675000	5948	0.620572	35650000	35700000	0.186319	0.308122	6094	0.604692297	NA	NA	5.25	17.140121	12321	-1.287777	0.001391131	11.226811	16285	-2.40354	0.000689396	0.446527828	28
"(336286,339429)(3300193,3349978)(3300000,3350000)"	4	3325000	3145	0.620457	3300000	3350000	1.965824	3.279247	3269	0.599474209	NA	NA	7.69	15.00375	6069	-0.454649	0.002472195	8.450117	8982	-1.656609	0.000940783	0.489875073	32
"(760629,763790)(10950041,10992884)(10950000,11000000)"	4	10975000	3163	0.620416	10950000	11000000	0.17255	0.269281	3088	0.640780449	NA	NA	2.38	13.176802	6353	-0.750675	0.002074107	22.180136	9695	-1.13524	0.002287791	0.453019811	38
"(1270484,1274030)(19250965,19298538)(19250000,19300000)"	4	19275000	3548	0.620407	19250000	19300000	0.320275	0.611966	3696	0.523354239	NA	NA	6.93	12.206441	8098	-1.414304	0.00150734	10.313488	11636	-1.230724	0.000886343	0.454672666	21
"(2591930,2601853)(34250973,34299951)(34250000,34300000)"	5	34275000	9925	0.620237	34250000	34300000	-0.418949	1.185724	10228	-0.353327587	NA	NA	4.93	19.343879	16894	-1.701525	0.001145015	11.443797	20568	-2.101938	0.000556388	0.387496868	45
"(1454802,1456908)(21950268,21991314)(21950000,22000000)"	1	21975000	2108	0.620209	21950000	22000000	0.070584	3.206042	2240	0.022015931	0.0596	1	5.07	10.322699	4838	-0.911966	0.002133671	18.355944	7789	-1.184201	0.00235665	0.436539533	33
"(3187797,3193786)(41500181,41549487)(41500000,41550000)"	3	41525000	5991	0.620156	41500000	41550000	1.918015	3.246206	7263	0.590848209	0.10856	2	8.7	24.668344	10822	-0.609116	0.002279463	18.218885	15876	-1.043582	0.001147574	0.507702311	73
"(483439,487598)(4400136,4447809)(4400000,4450000)"	2	4425000	4161	0.620154	4400000	4450000	1.923727	6.251141	4271	0.307740139	0.97704	1	7.03	16.286983	9280	-1.185626	0.001755063	13.997973	10865	-1.791788	0.001288355	0.529601434	30
"(2558958,2563909)(32850046,32899396)(32850000,32900000)"	1	32875000	4953	0.620117	32850000	32900000	22.923267	26.656679	4774	0.859944594	0.74754	4	4.77	20.379061	9939	-1.148296	0.002050414	12.963616	12360	-1.300669	0.001048836	0.419731787	41
"(2585878,2591748)(33600321,33648985)(33600000,33650000)"	4	33625000	5872	0.620044	33600000	33650000	-0.664167	2.913651	6009	-0.227950087	0.99526	1	4.71	19.735052	11861	-1.534244	0.001663861	21.049816	17085	-1.267094	0.001232064	0.401095292	40
"(934117,937574)(8550415,8599067)(8550000,8600000)"	6	8575000	3459	0.619839	8550000	8600000	0.481614	3.41817	3563	0.1408982	NA	NA	7.51	15.01676	8366	-0.712398	0.001794975	16.328459	9963	-0.981034	0.00163891	0.55849162	29
"(261381,266449)(2352922,2397882)(2350000,2400000)"	5	2375000	5070	0.619823	2350000	2400000	0.103399	5.609504	5221	0.018432824	0.87836	3	5.61	10.843621	9872	-2.066103	0.001098422	16.001302	13532	-1.111091	0.001182479	0.477534149	34
"(1189084,1193729)(11600001,11649679)(11600000,11650000)"	6	11625000	4647	0.619671	11600000	11650000	-0.96967	3.206104	4859	-0.302444961	0.35632	1	7.65	12.331536	8916	-1.608462	0.001383079	18.354454	11070	-1.403988	0.001658036	0.430708548	28
"(2410507,2415505)(31750460,31795946)(31750000,31800000)"	1	31775000	5000	0.619594	31750000	31800000	-0.121695	3.476759	5131	-0.035002426	1	1	4.6	20.284563	10798	-0.970127	0.001878548	24.741574	16096	-0.94616	0.001537126	0.484219434	51
"(1627832,1631684)(23850756,23898945)(23850000,23900000)"	1	23875000	3854	0.619465	23850000	23900000	-1.974595	3.918634	3970	-0.503898808	NA	NA	6.29	16.378836	8374	-1.067274	0.001955915	15.190781	11430	-1.570872	0.001329027	0.465361093	24
"(117391,125688)(750921,799803)(750000,800000)"	2	775000	8299	0.619458	750000	800000	-0.748574	2.405736	8547	-0.311162156	NA	NA	6.63	23.47099	15069	-1.162629	0.001557568	20.478599	18007	-1.256168	0.001137258	0.453898222	58
"(757089,759938)(7703529,7749311)(7700000,7750000)"	2	7725000	2851	0.619384	7700000	7750000	-0.366731	5.957591	2966	-0.061556928	0.7727	2	6.48	10.994501	5951	-1.395809	0.001847505	23.761239	8966	-0.159748	0.002650149	0.488731767	31
"(2576311,2582546)(33050000,33099779)(33050000,33100000)"	1	33075000	6237	0.619335	33050000	33100000	-0.938855	3.897935	6389	-0.240859583	0.77012	5	4.77	23.74011	11347	-0.778779	0.002092193	20.483265	14100	-1.278604	0.001452714	0.503361644	56
"(1152172,1155147)(12850309,12898773)(12850000,12900000)"	1	12875000	2977	0.619298	12850000	12900000	1.278809	2.807538	3097	0.455491252	0.87286	1	6	17.997625	7480	-0.739511	0.0024061	15.065875	10430	-0.620137	0.001444475	0.509427515	36
"(1875511,1884471)(26901159,26949076)(26900000,26950000)"	5	26925000	8962	0.619147	26900000	26950000	-1.185285	2.212113	9147	-0.535815756	1	1	8.22	36.020857	16114	-0.789098	0.002235377	21.920318	18710	-1.549084	0.001171583	0.470749364	75
"(838342,842351)(9650288,9699999)(9650000,9700000)"	5	9675000	4011	0.619087	9650000	9700000	-2.891748	5.606649	4154	-0.515771185	0.95458	3	8.15	16.256775	8525	-0.965561	0.001906953	12.567511	11852	-1.284927	0.00106037	0.529776182	31
"(2424439,2432174)(32350824,32396951)(32350000,32400000)"	5	32375000	7737	0.61907	32350000	32400000	-1.453431	5.076924	7911	-0.286281812	1	1	4.78	23.319683	12744	-1.273161	0.001829856	20.180265	17438	-1.354926	0.001157258	0.437088237	66
"(3551729,3557819)(43550122,43596401)(43550000,43600000)"	2	43575000	6092	0.619047	43550000	43600000	-0.295332	3.408029	6367	-0.086657713	NA	NA	7.64	27.886916	12301	-0.662933	0.002267045	11.342071	12389	-1.566753	0.000915495	0.552742195	59
"(2470842,2477067)(34600066,34649996)(34600000,34650000)"	3	34625000	6227	0.61895	34600000	34650000	0.220689	1.177799	6520	0.187374077	0.67312	8	3.91	16.007543	11489	-1.091218	0.001393293	15.76496	15689	-1.892812	0.001004842	0.523661508	37
"(2622725,2630837)(29900873,29949730)(29900000,29950000)"	6	29925000	8114	0.618744	29900000	29950000	-0.17649	4.141449	8259	-0.042615519	1	3	6.59	21.23957	14828	-1.364757	0.001432396	23.758631	19884	-1.68468	0.001194862	0.425292782	61
"(3056669,3058629)(37850639,37899644)(37850000,37900000)"	1	37875000	1962	0.618725	37850000	37900000	-0.700383	0.782926	2024	-0.894571134	NA	NA	7.5	7.858048	4360	-1.002012	0.001802305	6.435822	7968	-1.289533	0.000807709	0.400082031	13
"(2887128,2889250)(35600387,35649980)(35600000,35650000)"	1	35625000	2124	0.618625	35600000	35650000	0.357018	0.754667	2182	0.47308018	0.76608	6	6.9	10.185778	5623	-0.84564	0.001811449	8.279538	6985	-1.673832	0.001185331	0.474750971	18
"(1410300,1413714)(21100121,21148988)(21100000,21150000)"	1	21125000	3416	0.618498	21100000	21150000	-0.466545	1.16138	3573	-0.401716062	0.78774	2	3.76	20.834082	9024	-0.849867	0.002308741	47.909149	12594	-0.700348	0.003804125	0.522984128	52
"(1536943,1540548)(23300000,23349560)(23300000,23350000)"	4	23325000	3607	0.618448	23300000	23350000	8.010728	10.654249	3812	0.751881057	0.46966	5	3.96	17.640124	7445	-1.005734	0.002369392	15.415738	10709	-0.988212	0.001439512	0.43168173	38
"(972991,978077)(10350196,10399790)(10350000,10400000)"	1	10375000	5088	0.61842	10350000	10400000	0.411429	2.234278	5240	0.18414405	NA	NA	6.24	26.265819	12067	-0.771147	0.002176665	16.186681	13754	-1.357952	0.001176871	0.514868101	42
"(478126,482692)(3950317,3999261)(3950000,4000000)"	6	3975000	4568	0.618362	3950000	4000000	2.732228	3.752181	4767	0.728170629	NA	NA	6.81	21.27619	9358	-0.79802	0.002273583	12.896544	12623	-1.289583	0.00102167	0.474517636	38
"(2024968,2028720)(30750999,30799724)(30750000,30800000)"	3	30775000	3754	0.618337	30750000	30800000	-0.793712	2.553441	3854	-0.310840156	0.94636	2	3.88	18.751931	8803	-0.683018	0.002130175	12.053893	11327	-1.497625	0.001064173	0.479571575	33
"(742725,745747)(10700231,10749977)(10700000,10750000)"	4	10725000	3024	0.618332	10700000	10750000	0.756879	1.837031	3145	0.4120121	0.9547	2	2.78	9.79807	5866	-0.919673	0.001670315	8.816442	9832	-1.838155	0.000896709	0.554282559	11
"(2384366,2389420)(33750949,33798835)(33750000,33800000)"	3	33775000	5056	0.61806	33750000	33800000	0.541921	3.189737	5215	0.169895198	0.3455	2	3.61	25.753714	11178	-1.015312	0.002303964	20.906475	15016	-1.04377	0.00139228	0.392849383	56
"(1785031,1789940)(28750403,28799992)(28750000,28800000)"	3	28775000	4911	0.617912	28750000	28800000	0.398536	1.73657	5017	0.229496076	0.67362	4	4.34	17.145648	9921	-0.967503	0.001728218	12.292791	12398	-1.447157	0.000991514	0.452041071	27
"(521126,523619)(7102057,7147775)(7100000,7150000)"	3	7125000	2495	0.617893	7100000	7150000	-0.043766	2.754271	2602	-0.01589023	0.29596	2	7.07	13.554974	5888	-0.697311	0.002302136	17.587753	8307	-1.033908	0.002117221	0.51646068	24
"(1011277,1016151)(10801052,10849999)(10800000,10850000)"	1	10825000	4876	0.617837	10800000	10850000	-4.684104	6.370359	4969	-0.735296708	0.97236	2	6.41	19.512841	9380	-0.789799	0.00208026	21.327049	11614	-1.196543	0.001836322	0.526680345	44
"(936614,941214)(11450000,11499433)(11450000,11500000)"	5	11475000	4602	0.617753	11450000	11500000	-0.263111	3.368826	4729	-0.078101689	NA	NA	4.65	25.430685	8893	-0.232847	0.002859629	16.985167	13943	-1.552656	0.001218186	0.488657183	33
"(1143918,1147225)(13003269,13048667)(13000000,13050000)"	2	13025000	3309	0.617751	13000000	13050000	0.466449	0.496628	3385	0.939232182	0.85796	5	3.6	11.972596	7626	-0.866078	0.001569971	5.894616	9901	-2.147384	0.000595356	0.532750619	12
"(2501420,2506170)(34201103,34249890)(34200000,34250000)"	2	34225000	4752	0.617749	34200000	34250000	0.295821	0.400375	4835	0.738859819	0.94276	3	4.35	17.286954	10157	-1.37404	0.001701974	6.915496	11581	-2.334205	0.000597142	0.501288741	31
"(3297639,3304535)(41550123,41599958)(41550000,41600000)"	2	41575000	6898	0.617697	41550000	41600000	2.056631	3.680614	7082	0.558773889	0.46706	1	6.77	20.61285	11818	-1.077585	0.001744191	13.640786	16028	-1.782198	0.00085106	0.446367605	40
"(541033,545331)(7100221,7149698)(7100000,7150000)"	4	7125000	4300	0.617601	7100000	7150000	-0.069045	2.320328	4484	-0.029756569	1	2	6.61	14.53156	8047	-1.190243	0.001805836	14.442009	11668	-1.396173	0.001237745	0.469331257	28
"(858542,863361)(18150000,18199763)(18150000,18200000)"	3	18175000	4821	0.617574	18150000	18200000	-0.920563	3.663448	4989	-0.251283217	0.18232	2	3.49	25.716524	11267	-0.697026	0.002282464	22.736561	13298	-0.922406	0.001709773	0.502338299	51
"(1054326,1056341)(11852180,11894462)(11850000,11900000)"	2	11875000	2017	0.617389	11850000	11900000	0.968475	1.227143	2063	0.7892112	0.86916	5	4.57	10.617908	6120	-1.011634	0.001734952	8.585102	9248	-1.543662	0.00092832	0.422716746	20
"(146802,152738)(1050053,1099498)(1050000,1100000)"	1	1075000	5938	0.617376	1050000	1100000	1.339166	2.166529	6125	0.61811589	0.9594	10	7.72	12.722175	11967	-1.806397	0.001063105	6.667552	14343	-2.038049	0.000464865	0.475499178	27
"(2437859,2442909)(28450257,28499964)(28450000,28500000)"	6	28475000	5052	0.617328	28450000	28500000	0.597157	2.916854	5198	0.204726394	0.6871	4	6.24	12.140069	10400	-1.799699	0.001167314	20.622989	14172	-1.176942	0.001455193	0.461981746	40
"(2321164,2325369)(27350444,27393883)(27350000,27400000)"	6	27375000	4207	0.617281	27350000	27400000	0.614308	4.326531	4399	0.14198627	NA	NA	6	23.154612	10062	-0.769472	0.002301194	9.573338	11427	-1.964845	0.000837782	0.511090462	25
"(1421098,1423651)(15750564,15792887)(15750000,15800000)"	2	15775000	2555	0.617204	15750000	15800000	-0.355528	1.830746	2741	-0.194198431	0.95998	4	2.96	16.907802	5639	-0.239883	0.002998369	12.88705	8251	-1.148478	0.001561877	0.469345644	37
"(2383221,2386897)(31901620,31946645)(31900000,31950000)"	4	31925000	3678	0.617084	31900000	31950000	3.898141	6.297312	3728	0.619016653	0.90292	4	3.61	18.035965	8252	-0.977195	0.002185648	15.55482	11563	-1.376163	0.001345224	0.545183812	40
"(2279132,2285916)(26951192,26999898)(26950000,27000000)"	6	26975000	6786	0.617015	26950000	27000000	-0.759982	2.302247	7099	-0.330104459	0.98508	1	6	25.952487	14759	-1.373769	0.001758418	19.573604	15619	-0.877607	0.001253192	0.468714381	34
"(1450028,1453094)(16251825,16297744)(16250000,16300000)"	2	16275000	3068	0.616991	16250000	16300000	-0.327724	3.920808	3201	-0.083585832	NA	NA	3	18.343803	7167	-0.67789	0.002559481	10.237719	9762	-1.571218	0.001048732	0.539351461	31
"(528958,532893)(7251860,7299999)(7250000,7300000)"	3	7275000	3937	0.616968	7250000	7300000	0.208055	1.753316	4058	0.118663721	NA	NA	6.34	15.09112	7812	-1.061623	0.001931787	23.024472	11459	-0.906172	0.002009292	0.568612938	25
"(1249155,1253103)(19003655,19049994)(19000000,19050000)"	4	19025000	3950	0.616955	19000000	19050000	1.289791	3.411954	4165	0.378021216	0.73182	3	6.9	17.008785	8600	-0.71821	0.001977766	10.317256	10977	-1.836181	0.000939898	0.536872573	30
"(1511500,1519223)(26150000,26199728)(26150000,26200000)"	3	26175000	7725	0.616952	26150000	26200000	-1.104267	2.242697	7858	-0.492383501	NA	NA	4.33	26.159655	13593	-1.089779	0.001924495	18.101203	18898	-1.721797	0.000957837	0.468985267	56
"(378720,381374)(3950237,3999925)(3950000,4000000)"	4	3975000	2656	0.616919	3950000	4000000	2.342975	2.896143	2811	0.808998382	0.99532	2	7.71	9.44881	4563	-0.580414	0.002070745	9.343419	6663	-1.000661	0.001402284	0.446292148	29
"(1582468,1588628)(20300000,20349962)(20300000,20350000)"	6	20325000	6162	0.61687	20300000	20350000	4.993966	6.627084	6362	0.753569141	NA	NA	8.84	28.358647	11551	-0.709591	0.002455082	18.735313	15326	-1.488164	0.001222453	0.493351391	53
"(633335,638057)(6108191,6148899)(6100000,6150000)"	1	6125000	4724	0.616843	6100000	6150000	-0.595285	0.628115	4814	-0.947732501	0.5483	5	5.53	12.510421	10072	-1.282066	0.001242099	13.253703	13203	-1.533011	0.00100384	0.521775046	21
"(3205102,3211792)(41700610,41749792)(41700000,41750000)"	3	41725000	6692	0.616763	41700000	41750000	-0.445553	2.221946	6790	-0.200523775	0.69088	8	8.39	18.99074	14177	-1.510244	0.001339546	19.549472	15377	-1.610144	0.001271345	0.453350391	49
"(180629,183289)(1450153,1498210)(1450000,1500000)"	5	1475000	2662	0.616746	1450000	1500000	-0.058897	4.132271	2896	-0.014252937	NA	NA	5.36	11.187634	6558	-1.249078	0.001705952	13.187892	8318	-1.396049	0.001585464	0.535602006	25
"(3557820,3565792)(43600014,43649696)(43600000,43650000)"	2	43625000	7974	0.616685	43600000	43650000	1.846743	4.353125	8150	0.424233855	0.87032	7	7.64	28.166796	14038	-0.891717	0.002006468	11.120123	17064	-2.189601	0.000651672	0.459370839	54
"(2497258,2501419)(34150000,34199790)(34150000,34200000)"	2	34175000	4163	0.616677	34150000	34200000	1.297567	1.336617	4204	0.970784451	0.76054	3	4.33	9.436984	8996	-1.528957	0.00104902	8.272063	11117	-2.164588	0.000744091	0.402512656	29
"(1296450,1297817)(20600484,20648965)(20600000,20650000)"	5	20625000	1369	0.616276	20600000	20650000	0.466497	5.068262	1514	0.092042795	NA	NA	3.23	10.160784	3943	-0.670266	0.002576917	21.693738	8830	-0.021465	0.002456822	0.529932344	27
"(2303664,2312020)(31100478,31149740)(31100000,31150000)"	4	31125000	8358	0.616178	31100000	31150000	2.373947	4.936223	8520	0.480923775	0.96676	1	3.64	20.262919	15133	-1.389716	0.001338989	23.167454	19251	-1.321127	0.001203442	0.45840731	60
"(2043470,2047981)(28601822,28648364)(28600000,28650000)"	5	28625000	4513	0.616159	28600000	28650000	-0.070583	0.205549	4613	-0.343387708	0.8904	7	7.15	9.744967	9824	-1.554333	0.000991955	12.639671	12556	-0.97883	0.001006664	0.494158131	26
"(3072281,3076974)(39450387,39498641)(39450000,39500000)"	2	39475000	4695	0.61606	39450000	39500000	1.078811	5.735389	4879	0.188097268	1	1	6.27	18.222438	11031	-1.192892	0.00165193	17.038795	13145	-0.854415	0.001296219	0.478205934	34
"(117439,123371)(850000,899937)(850000,900000)"	4	875000	5934	0.615999	850000	900000	-0.082812	3.039286	6130	-0.027247189	0.1152	3	7.53	20.518641	12270	-1.234487	0.001672261	18.717513	15957	-1.003324	0.001172997	0.462801189	43
"(1300932,1305248)(16751363,16799999)(16750000,16800000)"	6	16775000	4318	0.615901	16750000	16800000	0.527081	1.449837	4457	0.363545005	0.01802	1	4.35	14.520154	8379	-1.189831	0.001732922	15.258064	12857	-1.832796	0.001186751	0.481436398	37
"(535797,538732)(7350862,7399607)(7350000,7400000)"	3	7375000	2937	0.615844	7350000	7400000	-0.503209	1.755331	3029	-0.286674707	0.39068	3	6.34	9.920421	6653	-1.607577	0.00149112	19.270639	11385	-1.255726	0.001692634	0.439166052	33
"(526257,529158)(5150136,5197766)(5150000,5200000)"	5	5175000	2903	0.615829	5150000	5200000	-0.005786	0.021709	2963	-0.266525404	0.61694	4	6.67	13.762523	7526	-0.907508	0.001828664	3.817306	9500	-2.429352	0.000401822	0.413279671	16
"(1526850,1528928)(23100322,23149352)(23100000,23150000)"	4	23125000	2080	0.615825	23100000	23150000	0.371729	1.0084	2156	0.368632487	0.84422	4	4.03	14.14097	6118	-0.906857	0.002311371	13.109904	8173	-1.168852	0.00160405	0.487923166	29
"(1257186,1263717)(19100222,19149815)(19100000,19150000)"	4	19125000	6533	0.61579	19100000	19150000	2.139399	2.794141	6854	0.765673243	NA	NA	6.78	19.198966	10682	-1.079918	0.001797319	25.634521	14903	-1.403584	0.001720091	0.496607664	49
"(1607824,1611699)(24258965,24299999)(24250000,24300000)"	4	24275000	3877	0.61577	24250000	24300000	0.616802	3.527591	3972	0.174850769	0.75606	3	3.46	11.769125	8484	-1.544026	0.001387214	20.05882	10438	-1.046186	0.001921711	0.482057088	36
"(776979,778526)(15550338,15596145)(15550000,15600000)"	7	15575000	1549	0.615758	15550000	15600000	-0.174823	1.489215	1478	-0.11739272	0.1337	3	3.65	5.10103	4442	-1.756006	0.001148363	20.530455	7311	-0.570958	0.00280816	0.422662874	23
"(630458,633334)(6050190,6097034)(6050000,6100000)"	1	6075000	2878	0.61572	6050000	6100000	0.580959	3.5206	2857	0.165017043	0.71848	7	5.6	22.089235	8863	-0.592413	0.002492298	16.023475	10929	-1.016094	0.001466143	0.432616647	38
"(2699342,2704148)(35200390,35249225)(35200000,35250000)"	5	35225000	4808	0.615714	35200000	35250000	-0.089571	1.191724	5013	-0.075160859	0.86622	4	5.16	17.912404	10427	-1.123668	0.001717887	9.436359	12399	-2.255414	0.000761058	0.50125453	28
"(399385,402017)(3851990,3899592)(3850000,3900000)"	7	3875000	2634	0.615678	3850000	3900000	-0.026801	0.570137	2796	-0.047008	0.9204	1	6.91	14.549322	5551	-0.642727	0.002621027	7.384593	8139	-1.476334	0.00090731	0.406860059	29
"(2604763,2609454)(29700340,29744799)(29700000,29750000)"	6	29725000	4693	0.615625	29700000	29750000	0.776605	3.370901	4823	0.230384992	0.95278	1	6.52	21.599582	9727	-0.850636	0.00222058	13.406006	11144	-1.701237	0.00120298	0.442169018	39
"(1577098,1579214)(18400583,18449939)(18400000,18450000)"	2	18425000	2118	0.615584	18400000	18450000	1.443943	6.079101	2252	0.237525746	0.76514	1	3.53	16.143882	3932	0.421384	0.004105769	16.020693	7869	-1.03509	0.002035925	0.469404175	33
"(183290,187532)(1500107,1549219)(1500000,1550000)"	5	1525000	4244	0.615477	1500000	1550000	0.319512	0.612517	4386	0.521637767	0.97268	1	5.36	14.769324	10042	-1.30939	0.001470755	12.066366	12503	-2.018719	0.000965078	0.492786088	27
"(2728719,2733324)(35101130,35149998)(35100000,35150000)"	4	35125000	4607	0.615474	35100000	35150000	1.042828	1.3809	4736	0.755179955	0.88464	5	5.52	11.565488	8785	-1.67281	0.001316504	11.701435	11763	-1.692153	0.000994766	0.478321597	26
"(208037,211806)(1500827,1548839)(1500000,1550000)"	6	1525000	3771	0.615467	1500000	1550000	-0.691244	2.466594	3916	-0.28024231	NA	NA	7.59	14.194704	9250	-1.340089	0.001534563	17.095385	12920	-1.551303	0.001323172	0.514984462	31
"(573594,576160)(6950462,6999752)(6950000,7000000)"	7	6975000	2568	0.615194	6950000	7000000	0.501034	2.794563	2630	0.179288855	NA	NA	5.32	12.865157	5746	-0.90372	0.002238976	18.914449	8588	-1.161343	0.002202428	0.464697429	32
"(1993284,1997619)(28750934,28799511)(28750000,28800000)"	2	28775000	4337	0.61515	28750000	28800000	-0.30291	3.457561	4465	-0.087607999	0.84414	6	9.13	15.249458	9135	-1.173263	0.001669344	20.837009	12690	-1.051794	0.001642002	0.487068665	50
"(2232717,2236526)(30200466,30249299)(30200000,30250000)"	1	30225000	3811	0.615129	30200000	30250000	1.326657	2.48751	3996	0.533327303	0.973	3	4.42	15.69698	8297	-1.148604	0.001891886	11.628634	9697	-1.724093	0.001199199	0.432703451	36
"(512950,516738)(5951746,5999804)(5950000,6000000)"	7	5975000	3790	0.615005	5950000	6000000	1.765275	3.537865	3913	0.498966184	0.0987	1	6.41	21.8449	8063	-0.443696	0.002709277	22.293059	12135	-0.73902	0.001837088	0.45730242	51
"(2862518,2865127)(38400881,38448466)(38400000,38450000)"	3	38425000	2611	0.614965	38400000	38450000	-1.197063	15.029757	3438	-0.079646198	1	2	8.06	23.705496	6801	-0.490835	0.00348559	18.638586	8222	-0.364503	0.002266916	0.414017033	87
"(2354396,2362830)(27700000,27749928)(27700000,27750000)"	6	27725000	8436	0.614914	27700000	27750000	-0.121775	2.695966	8610	-0.045169338	0.93146	9	6.09	23.210274	17085	-1.605341	0.001358518	16.559952	19108	-2.011021	0.00086665	0.455429103	48
"(1438144,1442242)(16050023,16099625)(16050000,16100000)"	2	16075000	4100	0.614869	16050000	16100000	0.082747	3.195345	4265	0.025896108	NA	NA	2.96	20.074896	8259	-0.979508	0.002430669	21.599336	13414	-0.788947	0.001610208	0.439890068	43
"(2852767,2861376)(31550000,31599999)(31550000,31600000)"	6	31575000	8611	0.614859	31550000	31600000	-0.007176	0.113669	8742	-0.063130669	0.96612	6	7.27	9.67613	16096	-2.312611	0.000601151	12.229615	17351	-1.987892	0.000704836	0.556696829	24
"(1431139,1436295)(21500322,21549145)(21500000,21550000)"	1	21525000	5158	0.61478	21500000	21550000	0.778503	7.003702	4658	0.111155929	0.76668	2	4.49	15.964348	8589	-1.52812	0.001858697	56.789111	15663	-0.285189	0.003625685	0.544549542	95
"(1305249,1308347)(16800000,16848640)(16800000,16850000)"	6	16825000	3100	0.614732	16800000	16850000	0.964721	4.737474	3261	0.203636157	0.32492	1	4.35	17.910082	6885	-0.710495	0.002601319	20.487113	9433	-1.197929	0.002171856	0.458263657	40
"(901220,904264)(17903597,17948496)(17900000,17950000)"	7	17925000	3046	0.614655	17900000	17950000	-0.084303	3.747075	3132	-0.022498349	NA	NA	5.98	14.496349	5335	-0.699447	0.002717216	10.870348	7836	-1.350787	0.001387232	0.473597556	30
"(3428366,3438689)(42500269,42549967)(42500000,42550000)"	2	42525000	10325	0.614623	42500000	42550000	-0.372661	4.374215	10521	-0.085194944	0.08554	1	7.09	34.253343	18548	-1.195392	0.001846741	21.628052	21809	-1.347106	0.000991703	0.453306106	83
"(1069433,1071935)(12050000,12099999)(12050000,12100000)"	2	12075000	2504	0.61456	12050000	12100000	1.656867	3.286632	2936	0.504123066	0.63292	13	4.51	6.537361	5498	-1.109292	0.001189043	20.951279	10368	-0.389687	0.002020764	0.418496224	37
